user_id,persona
U00358,가성비추구
U00359,트렌드세터
U00360,신중탐색
U00361,가성비추구
U00362,트렌드세터
U00363,트렌드세터
U00364,실용주의자
U00365,트렌드세터
U00366,브랜드충성
U00367,가성비추구
U00368,충동구매
U00369,가성비추구
U00370,실용주의자
U00371,트렌드세터
U00372,트렌드세터
U00373,신중탐색
U00374,트렌드세터
U00375,가성비추구
U00376,충동구매
U00377,신중탐색
U00378,실용주의자
U00379,실용주의자
U00380,실용주의자
U00381,실용주의자
U00382,가성비추구
U00383,브랜드충성
U00384,브랜드충성
U00385,실용주의자
U00386,브랜드충성
U00387,트렌드세터
U00388,신중탐색
U00389,신중탐색
U00390,가성비추구
U00391,실용주의자
U00392,신중탐색
U00393,충동구매
U00394,트렌드세터
U00395,가성비추구
U00396,트렌드세터
U00397,트렌드세터
U00398,트렌드세터
U00399,브랜드충성
U00400,실용주의자
U00401,실용주의자
U00402,트렌드세터
U00403,트렌드세터
U00404,충동구매
U00405,브랜드충성
U00406,실용주의자
U00407,트렌드세터
U00408,충동구매
U00409,신중탐색
U00410,가성비추구
U00411,트렌드세터
U00412,브랜드충성
U00413,트렌드세터
U00414,실용주의자
U00415,가성비추구
U00416,실용주의자
U00417,신중탐색
U00418,충동구매
U00419,실용주의자
U00420,신중탐색
U00421,실용주의자
U00422,가성비추구
U00423,가성비추구
U00424,브랜드충성
U00425,실용주의자
U00426,신중탐색
U00427,실용주의자
U00428,브랜드충성
U00429,충동구매
U00430,신중탐색
U00431,가성비추구
U00432,브랜드충성
U00433,트렌드세터
U00434,충동구매
U00435,충동구매
U00436,가성비추구
U00437,실용주의자
U00438,실용주의자
U00439,트렌드세터
U00440,브랜드충성
U00441,신중탐색
U00442,브랜드충성
U00443,가성비추구
U00444,신중탐색
U00445,가성비추구
U00446,실용주의자
U00447,브랜드충성
U00448,가성비추구
U00449,신중탐색
U00450,신중탐색
U00451,신중탐색
U00452,트렌드세터
U00453,실용주의자
U00454,브랜드충성
U00455,실용주의자
U00456,브랜드충성
U00457,브랜드충성
U00458,브랜드충성
U00459,가성비추구
U00460,브랜드충성
U00461,충동구매
U00462,브랜드충성
U00463,충동구매
U00464,신중탐색
U00465,트렌드세터
U00466,신중탐색
U00467,실용주의자
U00468,가성비추구
U00469,신중탐색
U00470,브랜드충성
U00471,트렌드세터
U00472,가성비추구
U00473,신중탐색
U00474,가성비추구
U00475,충동구매
U00476,충동구매
U00477,신중탐색
U00478,실용주의자
U00479,가성비추구
U00480,실용주의자
U00481,가성비추구
U00482,트렌드세터
U00483,실용주의자
U00484,신중탐색
U00485,브랜드충성
U00486,실용주의자
U00487,가성비추구
U00488,브랜드충성
U00489,브랜드충성
U00490,가성비추구
U00491,브랜드충성
U00492,실용주의자
U00493,가성비추구
U00494,충동구매
U00495,가성비추구
U00496,신중탐색
U00497,가성비추구
U00498,트렌드세터
U00499,트렌드세터
U00500,가성비추구
U00501,가성비추구
U00502,실용주의자
U00503,가성비추구
U00504,실용주의자
U00505,실용주의자
U00506,브랜드충성
U00507,신중탐색
U00508,실용주의자
U00509,실용주의자
U00510,가성비추구
U00511,트렌드세터
U00512,실용주의자
U00513,신중탐색
U00514,충동구매
U00515,브랜드충성
U00516,트렌드세터
U00517,실용주의자
U00518,가성비추구
U00519,브랜드충성
U00520,브랜드충성
U00521,실용주의자
U00522,가성비추구
U00523,실용주의자
U00524,신중탐색
U00525,가성비추구
U00526,실용주의자
U00527,신중탐색
U00528,신중탐색
U00529,가성비추구
U00530,브랜드충성
U00531,실용주의자
U00532,실용주의자
U00533,가성비추구
U00534,충동구매
U00535,가성비추구
U00536,가성비추구
U00537,브랜드충성
U00538,충동구매
U00539,충동구매
U00540,실용주의자
U00541,신중탐색
U00542,트렌드세터
U00543,가성비추구
U00544,신중탐색
U00545,브랜드충성
U00546,브랜드충성
U00547,실용주의자
U00548,가성비추구
U00549,신중탐색
U00550,실용주의자
U00551,실용주의자
U00552,실용주의자
U00553,실용주의자
U00554,브랜드충성
U00555,실용주의자
U00556,가성비추구
U00557,가성비추구
U00558,브랜드충성
U00559,실용주의자
U00560,가성비추구
U00561,브랜드충성
U00562,브랜드충성
U00563,충동구매
U00564,신중탐색
U00565,신중탐색
U00566,신중탐색
U00567,트렌드세터
U00568,브랜드충성
U00569,실용주의자
U00570,충동구매
U00571,충동구매
U00572,트렌드세터
U00573,가성비추구
U00574,신중탐색
U00575,가성비추구
U00576,가성비추구
U00577,트렌드세터
U00578,브랜드충성
U00579,트렌드세터
U00580,가성비추구
U00581,신중탐색
U00582,가성비추구
U00583,충동구매
U00584,충동구매
U00585,트렌드세터
U00586,신중탐색
U00587,실용주의자
U00588,실용주의자
U00589,신중탐색
U00590,브랜드충성
U00591,실용주의자
U00592,트렌드세터
U00593,실용주의자
U00594,신중탐색
U00595,트렌드세터
U00596,충동구매
U00597,실용주의자
U00598,브랜드충성
U00599,브랜드충성
U00600,실용주의자
U00601,트렌드세터
U00602,트렌드세터
U00603,가성비추구
U00604,신중탐색
U00605,신중탐색
U00606,트렌드세터
U00607,신중탐색
U00608,실용주의자
U00609,신중탐색
U00610,충동구매
U00611,신중탐색
U00612,가성비추구
U00613,브랜드충성
U00614,브랜드충성
U00615,가성비추구
U00616,신중탐색
U00617,실용주의자
U00618,신중탐색
U00619,충동구매
U00620,브랜드충성
U00621,트렌드세터
U00622,실용주의자
U00623,충동구매
U00624,브랜드충성
U00625,신중탐색
U00626,실용주의자
U00627,신중탐색
U00628,신중탐색
U00629,신중탐색
U00630,실용주의자
U00631,가성비추구
U00632,트렌드세터
U00633,가성비추구
U00634,브랜드충성
U00635,실용주의자
U00636,실용주의자
U00637,브랜드충성
U00638,실용주의자
U00639,가성비추구
U00640,가성비추구
U00641,가성비추구
U00642,실용주의자
U00643,가성비추구
U00644,트렌드세터
U00645,트렌드세터
U00646,브랜드충성
U00647,브랜드충성
U00648,실용주의자
U00649,실용주의자
U00650,트렌드세터
U00651,가성비추구
U00652,가성비추구
U00653,신중탐색
U00654,트렌드세터
U00655,가성비추구
U00656,가성비추구
U00657,신중탐색
U00658,실용주의자
U00659,트렌드세터
U00660,실용주의자
U00661,브랜드충성
U00662,신중탐색
U00663,실용주의자
U00664,실용주의자
U00665,실용주의자
U00666,트렌드세터
U00667,신중탐색
U00668,가성비추구
U00669,실용주의자
U00670,실용주의자
U00671,신중탐색
U00672,브랜드충성
U00673,가성비추구
U00674,브랜드충성
U00675,충동구매
U00676,실용주의자
U00677,실용주의자
U00678,신중탐색
U00679,실용주의자
U00680,가성비추구
U00681,신중탐색
U00682,가성비추구
U00683,가성비추구
U00684,충동구매
U00685,실용주의자
U00686,가성비추구
U00687,실용주의자
U00688,실용주의자
U00689,가성비추구
U00690,브랜드충성
U00691,신중탐색
U00692,가성비추구
U00693,실용주의자
U00694,신중탐색
U00695,실용주의자
U00696,충동구매
U00697,브랜드충성
U00698,트렌드세터
U00699,실용주의자
U00700,가성비추구
U00701,신중탐색
U00702,가성비추구
U00703,브랜드충성
U00704,브랜드충성
U00705,가성비추구
U00706,가성비추구
U00707,트렌드세터
U00708,신중탐색
U00709,브랜드충성
U00710,실용주의자
U00711,실용주의자
U00712,트렌드세터
U00713,실용주의자
U00714,실용주의자
U00715,브랜드충성
U00716,가성비추구
U00717,충동구매
U00718,트렌드세터
U00719,브랜드충성
U00720,신중탐색
U00721,가성비추구
U00722,실용주의자
U00723,가성비추구
U00724,충동구매
U00725,신중탐색
U00726,트렌드세터
U00727,가성비추구
U00728,브랜드충성
U00729,트렌드세터
U00730,실용주의자
U00731,트렌드세터
U00732,실용주의자
U00733,실용주의자
U00734,가성비추구
U00735,브랜드충성
U00736,충동구매
U00737,실용주의자
U00738,트렌드세터
U00739,트렌드세터
U00740,충동구매
U00741,신중탐색
U00742,트렌드세터
U00743,트렌드세터
U00744,충동구매
U00745,브랜드충성
U00746,가성비추구
U00747,가성비추구
U00748,충동구매
U00749,실용주의자
U00750,실용주의자
U00751,트렌드세터
U00752,가성비추구
U00753,신중탐색
U00754,실용주의자
U00755,신중탐색
U00756,브랜드충성
U00757,실용주의자
U00758,브랜드충성
U00759,실용주의자
U00760,트렌드세터
U00761,트렌드세터
U00762,트렌드세터
U00763,충동구매
U00764,신중탐색
U00765,가성비추구
U00766,가성비추구
U00767,브랜드충성
U00768,브랜드충성
U00769,실용주의자
U00770,실용주의자
U00771,가성비추구
U00772,브랜드충성
U00773,충동구매
U00774,트렌드세터
U00775,가성비추구
U00776,트렌드세터
U00777,충동구매
U00778,브랜드충성
U00779,브랜드충성
U00780,충동구매
U00781,가성비추구
U00782,실용주의자
U00783,충동구매
U00784,충동구매
U00785,트렌드세터
U00786,신중탐색
U00787,실용주의자
U00788,실용주의자
U00789,실용주의자
U00790,신중탐색
U00791,실용주의자
U00792,신중탐색
U00793,브랜드충성
U00794,실용주의자
U00795,가성비추구
U00796,신중탐색
U00797,가성비추구
U00798,트렌드세터
U00799,실용주의자
U00800,실용주의자
U00801,트렌드세터
U00802,실용주의자
U00803,브랜드충성
U00804,실용주의자
U00805,가성비추구
U00806,실용주의자
U00807,신중탐색
U00808,가성비추구
U00809,충동구매
U00810,가성비추구
U00811,실용주의자
U00812,충동구매
U00813,충동구매
U00814,실용주의자
U00815,브랜드충성
U00816,트렌드세터
U00817,트렌드세터
U00818,충동구매
U00819,신중탐색
U00820,실용주의자
U00821,가성비추구
U00822,브랜드충성
U00823,브랜드충성
U00824,가성비추구
U00825,브랜드충성
U00826,브랜드충성
U00827,트렌드세터
U00828,브랜드충성
U00829,가성비추구
U00830,실용주의자
U00831,실용주의자
U00832,브랜드충성
U00833,실용주의자
U00834,충동구매
U00835,실용주의자
U00836,충동구매
U00837,충동구매
U00838,신중탐색
U00839,가성비추구
U00840,트렌드세터
U00841,브랜드충성
U00842,실용주의자
U00843,트렌드세터
U00844,신중탐색
U00845,트렌드세터
U00846,가성비추구
U00847,충동구매
U00848,실용주의자
U00849,신중탐색
U00850,실용주의자
U00851,실용주의자
U00852,트렌드세터
U00853,브랜드충성
U00854,가성비추구
U00855,신중탐색
U00856,브랜드충성
U00857,충동구매
U00858,실용주의자
U00859,브랜드충성
U00860,가성비추구
U00861,가성비추구
U00862,충동구매
U00863,신중탐색
U00864,트렌드세터
U00865,충동구매
U00866,신중탐색
U00867,실용주의자
U00868,실용주의자
U00869,충동구매
U00870,신중탐색
U00871,신중탐색
U00872,트렌드세터
U00873,신중탐색
U00874,가성비추구
U00875,가성비추구
U00876,충동구매
U00877,충동구매
U00878,가성비추구
U00879,가성비추구
U00880,가성비추구
U00881,실용주의자
U00882,브랜드충성
U00883,신중탐색
U00884,실용주의자
U00885,충동구매
U00886,실용주의자
U00887,트렌드세터
U00888,트렌드세터
U00889,가성비추구
U00890,가성비추구
U00891,트렌드세터
U00892,브랜드충성
U00893,가성비추구
U00894,신중탐색
U00895,트렌드세터
U00896,브랜드충성
U00897,실용주의자
U00898,실용주의자
U00899,트렌드세터
U00900,트렌드세터
U00901,실용주의자
U00902,실용주의자
U00903,트렌드세터
U00904,브랜드충성
U00905,가성비추구
U00906,실용주의자
U00907,트렌드세터
U00908,실용주의자
U00909,가성비추구
U00910,신중탐색
U00911,가성비추구
U00912,트렌드세터
U00913,실용주의자
U00914,실용주의자
U00915,가성비추구
U00916,브랜드충성
U00917,가성비추구
U00918,가성비추구
U00919,충동구매
U00920,실용주의자
U00921,트렌드세터
U00922,충동구매
U00923,가성비추구
U00924,가성비추구
U00925,충동구매
U00926,신중탐색
U00927,가성비추구
U00928,충동구매
U00929,가성비추구
U00930,트렌드세터
U00931,신중탐색
U00932,충동구매
U00933,충동구매
U00934,가성비추구
U00935,신중탐색
U00936,가성비추구
U00937,브랜드충성
U00938,트렌드세터
U00939,실용주의자
U00940,가성비추구
U00941,가성비추구
U00942,충동구매
U00943,실용주의자
U00944,충동구매
U00945,신중탐색
U00946,충동구매
U00947,브랜드충성
U00948,충동구매
U00949,신중탐색
U00950,가성비추구
U00951,충동구매
U00952,가성비추구
U00953,가성비추구
U00954,트렌드세터
U00955,신중탐색
U00956,트렌드세터
U00957,실용주의자
U00958,실용주의자
U00959,트렌드세터
U00960,신중탐색
U00961,신중탐색
U00962,신중탐색
U00963,실용주의자
U00964,트렌드세터
U00965,실용주의자
U00966,충동구매
U00967,실용주의자
U00968,신중탐색
U00969,충동구매
U00970,실용주의자
U00971,브랜드충성
U00972,가성비추구
U00973,실용주의자
U00974,가성비추구
U00975,충동구매
U00976,신중탐색
U00977,트렌드세터
U00978,가성비추구
U00979,브랜드충성
U00980,실용주의자
U00981,실용주의자
U00982,충동구매
U00983,충동구매
U00984,브랜드충성
U00985,신중탐색
U00986,가성비추구
U00987,충동구매
U00988,트렌드세터
U00989,신중탐색
U00990,신중탐색
U00991,충동구매
U00992,가성비추구
U00993,가성비추구
U00994,실용주의자
U00995,트렌드세터
U00996,실용주의자
U00997,실용주의자
U00998,가성비추구
U00999,실용주의자
U01000,실용주의자
U01001,트렌드세터
U01002,가성비추구
U01003,브랜드충성
U01004,실용주의자
U01005,트렌드세터
U01006,브랜드충성
U01007,트렌드세터
U01008,충동구매
U01009,가성비추구
U01010,실용주의자
U01011,신중탐색
U01012,트렌드세터
U01013,브랜드충성
U01014,브랜드충성
U01015,트렌드세터
U01016,브랜드충성
U01017,브랜드충성
U01018,신중탐색
U01019,브랜드충성
U01020,가성비추구
U01021,신중탐색
U01022,실용주의자
U01023,신중탐색
U01024,충동구매
U01025,브랜드충성
U01026,실용주의자
U01027,가성비추구
U01028,신중탐색
U01029,브랜드충성
U01030,충동구매
U01031,실용주의자
U01032,실용주의자
U01033,실용주의자
U01034,가성비추구
U01035,가성비추구
U01036,신중탐색
U01037,트렌드세터
U01038,가성비추구
U01039,가성비추구
U01040,신중탐색
U01041,충동구매
U01042,가성비추구
U01043,브랜드충성
U01044,브랜드충성
U01045,트렌드세터
U01046,브랜드충성
U01047,트렌드세터
U01048,실용주의자
U01049,가성비추구
U01050,신중탐색
U01051,신중탐색
U01052,신중탐색
U01053,트렌드세터
U01054,신중탐색
U01055,충동구매
U01056,가성비추구
U01057,실용주의자
U01058,충동구매
U01059,트렌드세터
U01060,브랜드충성
U01061,브랜드충성
U01062,가성비추구
U01063,신중탐색
U01064,실용주의자
U01065,가성비추구
U01066,충동구매
U01067,브랜드충성
U01068,가성비추구
U01069,실용주의자
U01070,실용주의자
U01071,브랜드충성
U01072,트렌드세터
U01073,브랜드충성
U01074,실용주의자
U01075,브랜드충성
U01076,실용주의자
U01077,실용주의자
U01078,충동구매
U01079,충동구매
U01080,실용주의자
U01081,실용주의자
U01082,가성비추구
U01083,가성비추구
U01084,브랜드충성
U01085,트렌드세터
U01086,트렌드세터
U01087,실용주의자
U01088,실용주의자
U01089,트렌드세터
U01090,신중탐색
U01091,실용주의자
U01092,트렌드세터
U01093,가성비추구
U01094,신중탐색
U01095,신중탐색
U01096,브랜드충성
U01097,실용주의자
U01098,트렌드세터
U01099,실용주의자
U01100,트렌드세터
U01101,충동구매
U01102,신중탐색
U01103,트렌드세터
U01104,실용주의자
U01105,신중탐색
U01106,브랜드충성
U01107,신중탐색
U01108,신중탐색
U01109,가성비추구
U01110,브랜드충성
U01111,브랜드충성
U01112,브랜드충성
U01113,실용주의자
U01114,충동구매
U01115,충동구매
U01116,가성비추구
U01117,가성비추구
U01118,트렌드세터
U01119,충동구매
U01120,실용주의자
U01121,가성비추구
U01122,가성비추구
U01123,브랜드충성
U01124,실용주의자
U01125,실용주의자
U01126,신중탐색
U01127,실용주의자
U01128,트렌드세터
U01129,실용주의자
U01130,가성비추구
U01131,가성비추구
U01132,충동구매
U01133,실용주의자
U01134,충동구매
U01135,트렌드세터
U01136,가성비추구
U01137,신중탐색
U01138,가성비추구
U01139,신중탐색
U01140,브랜드충성
U01141,충동구매
U01142,가성비추구
U01143,가성비추구
U01144,트렌드세터
U01145,트렌드세터
U01146,가성비추구
U01147,브랜드충성
U01148,신중탐색
U01149,신중탐색
U01150,충동구매
U01151,실용주의자
U01152,가성비추구
U01153,트렌드세터
U01154,가성비추구
U01155,트렌드세터
U01156,가성비추구
U01157,가성비추구
U01158,실용주의자
U01159,충동구매
U01160,브랜드충성
U01161,트렌드세터
U01162,신중탐색
U01163,가성비추구
U01164,트렌드세터
U01165,실용주의자
U01166,신중탐색
U01167,신중탐색
U01168,실용주의자
U01169,신중탐색
U01170,브랜드충성
U01171,트렌드세터
U01172,충동구매
U01173,가성비추구
U01174,실용주의자
U01175,실용주의자
U01176,가성비추구
U01177,브랜드충성
U01178,브랜드충성
U01179,실용주의자
U01180,브랜드충성
U01181,트렌드세터
U01182,신중탐색
U01183,가성비추구
U01184,트렌드세터
U01185,가성비추구
U01186,가성비추구
U01187,트렌드세터
U01188,트렌드세터
U01189,신중탐색
U01190,실용주의자
U01191,실용주의자
U01192,가성비추구
U01193,트렌드세터
U01194,트렌드세터
U01195,트렌드세터
U01196,충동구매
U01197,실용주의자
U01198,가성비추구
U01199,실용주의자
U01200,가성비추구
U01201,가성비추구
U01202,가성비추구
U01203,가성비추구
U01204,브랜드충성
U01205,충동구매
U01206,실용주의자
U01207,가성비추구
U01208,신중탐색
U01209,실용주의자
U01210,신중탐색
U01211,충동구매
U01212,실용주의자
U01213,실용주의자
U01214,실용주의자
U01215,실용주의자
U01216,가성비추구
U01217,트렌드세터
U01218,트렌드세터
U01219,신중탐색
U01220,실용주의자
U01221,충동구매
U01222,브랜드충성
U01223,가성비추구
U01224,브랜드충성
U01225,트렌드세터
U01226,충동구매
U01227,신중탐색
U01228,실용주의자
U01229,실용주의자
U01230,트렌드세터
U01231,신중탐색
U01232,충동구매
U01233,가성비추구
U01234,실용주의자
U01235,가성비추구
U01236,가성비추구
U01237,가성비추구
U01238,트렌드세터
U01239,트렌드세터
U01240,충동구매
U01241,실용주의자
U01242,가성비추구
U01243,실용주의자
U01244,실용주의자
U01245,트렌드세터
U01246,실용주의자
U01247,가성비추구
U01248,충동구매
U01249,실용주의자
U01250,트렌드세터
U01251,충동구매
U01252,실용주의자
U01253,신중탐색
U01254,신중탐색
U01255,신중탐색
U01256,실용주의자
U01257,실용주의자
U01258,충동구매
U01259,가성비추구
U01260,실용주의자
U01261,실용주의자
U01262,가성비추구
U01263,신중탐색
U01264,브랜드충성
U01265,브랜드충성
U01266,브랜드충성
U01267,충동구매
U01268,신중탐색
U01269,실용주의자
U01270,신중탐색
U01271,실용주의자
U01272,실용주의자
U01273,가성비추구
U01274,실용주의자
U01275,실용주의자
U01276,신중탐색
U01277,트렌드세터
U01278,신중탐색
U01279,브랜드충성
U01280,신중탐색
U01281,신중탐색
U01282,브랜드충성
U01283,가성비추구
U01284,신중탐색
U01285,가성비추구
U01286,실용주의자
U01287,신중탐색
U01288,실용주의자
U01289,트렌드세터
U01290,브랜드충성
U01291,가성비추구
U01292,실용주의자
U01293,브랜드충성
U01294,트렌드세터
U01295,브랜드충성
U01296,가성비추구
U01297,가성비추구
U01298,신중탐색
U01299,충동구매
U01300,가성비추구
U01301,가성비추구
U01302,충동구매
U01303,가성비추구
U01304,브랜드충성
U01305,가성비추구
U01306,가성비추구
U01307,신중탐색
U01308,트렌드세터
U01309,가성비추구
U01310,신중탐색
U01311,신중탐색
U01312,브랜드충성
U01313,가성비추구
U01314,브랜드충성
U01315,실용주의자
U01316,가성비추구
U01317,가성비추구
U01318,트렌드세터
U01319,신중탐색
U01320,가성비추구
U01321,신중탐색
U01322,실용주의자
U01323,가성비추구
U01324,실용주의자
U01325,브랜드충성
U01326,가성비추구
U01327,신중탐색
U01328,가성비추구
U01329,브랜드충성
U01330,브랜드충성
U01331,실용주의자
U01332,신중탐색
U01333,실용주의자
U01334,브랜드충성
U01335,브랜드충성
U01336,가성비추구
U01337,실용주의자
U01338,가성비추구
U01339,실용주의자
U01340,실용주의자
U01341,가성비추구
U01342,브랜드충성
U01343,브랜드충성
U01344,가성비추구
U01345,트렌드세터
U01346,충동구매
U01347,브랜드충성
U01348,충동구매
U01349,실용주의자
U01350,신중탐색
U01351,실용주의자
U01352,실용주의자
U01353,가성비추구
U01354,신중탐색
U01355,실용주의자
U01356,충동구매
U01357,트렌드세터
U01358,실용주의자
U01359,실용주의자
U01360,브랜드충성
U01361,트렌드세터
U01362,트렌드세터
U01363,트렌드세터
U01364,브랜드충성
U01365,트렌드세터
U01366,실용주의자
U01367,실용주의자
U01368,실용주의자
U01369,브랜드충성
U01370,실용주의자
U01371,브랜드충성
U01372,실용주의자
