product_id,category_L1,category_L2,category_L3,price,price_tier
P000321,의류,하의,슬랙스,48000,medium
P000322,의류,하의,슬랙스,149000,high
P000323,전자제품,PC,노트북,28000,low
P000324,의류,하의,슬랙스,34000,medium
P000325,의류,상의,티셔츠,159000,high
P000326,의류,하의,청바지,17000,low
P000327,의류,상의,티셔츠,75000,medium
P000328,의류,상의,셔츠,27000,low
P000329,전자제품,모바일,태블릿,6000,low
P000330,전자제품,PC,노트북,41000,medium
P000331,의류,하의,스커트,94000,high
P000332,의류,상의,셔츠,100000,high
P000333,의류,하의,스커트,177000,high
P000334,전자제품,PC,모니터,30000,medium
P000335,전자제품,모바일,스마트폰,75000,medium
P000336,의류,하의,슬랙스,55000,medium
P000337,전자제품,PC,모니터,16000,low
P000338,의류,하의,스커트,53000,medium
P000339,의류,상의,셔츠,26000,low
P000340,의류,상의,셔츠,55000,medium
P000341,전자제품,PC,모니터,9000,low
P000342,의류,상의,셔츠,26000,low
P000343,의류,하의,스커트,34000,medium
P000344,전자제품,PC,키보드,22000,low
P000345,전자제품,PC,노트북,104000,high
P000346,의류,하의,슬랙스,84000,high
P000347,전자제품,PC,노트북,135000,high
P000348,전자제품,PC,노트북,78000,medium
P000349,의류,하의,청바지,35000,medium
P000350,의류,상의,셔츠,53000,medium
P000351,의류,상의,셔츠,24000,low
P000352,전자제품,PC,모니터,48000,medium
P000353,전자제품,PC,모니터,8000,low
P000354,전자제품,모바일,웨어러블,35000,medium
P000355,전자제품,PC,모니터,12000,low
P000356,전자제품,모바일,태블릿,14000,low
P000357,의류,하의,청바지,26000,low
P000358,의류,상의,니트,108000,high
P000359,전자제품,PC,모니터,60000,medium
P000360,의류,상의,셔츠,51000,medium
P000361,의류,상의,니트,7000,low
P000362,의류,하의,슬랙스,26000,low
P000363,전자제품,PC,노트북,14000,low
P000364,의류,하의,슬랙스,44000,medium
P000365,의류,하의,슬랙스,35000,medium
P000366,전자제품,PC,노트북,117000,high
P000367,의류,상의,티셔츠,40000,medium
P000368,전자제품,PC,모니터,7000,low
P000369,전자제품,모바일,웨어러블,37000,medium
P000370,의류,하의,스커트,9000,low
P000371,전자제품,PC,모니터,131000,high
P000372,의류,상의,티셔츠,21000,low
P000373,의류,상의,티셔츠,9000,low
P000374,의류,상의,니트,15000,low
P000375,전자제품,모바일,태블릿,38000,medium
P000376,전자제품,PC,노트북,76000,medium
P000377,전자제품,모바일,태블릿,68000,medium
P000378,전자제품,PC,노트북,6000,low
P000379,전자제품,모바일,태블릿,12000,low
P000380,의류,상의,니트,117000,high
P000381,전자제품,PC,모니터,42000,medium
P000382,의류,상의,셔츠,34000,medium
P000383,의류,상의,니트,30000,medium
P000384,전자제품,모바일,웨어러블,71000,medium
P000385,전자제품,PC,키보드,6000,low
P000386,전자제품,모바일,웨어러블,96000,high
P000387,의류,하의,스커트,24000,low
P000388,전자제품,PC,키보드,18000,low
P000389,의류,하의,청바지,37000,medium
P000390,전자제품,PC,노트북,82000,high
P000391,의류,상의,셔츠,9000,low
P000392,의류,하의,스커트,49000,medium
P000393,전자제품,모바일,태블릿,49000,medium
P000394,전자제품,PC,키보드,11000,low
P000395,전자제품,모바일,웨어러블,25000,low
P000396,의류,하의,청바지,56000,medium
P000397,의류,상의,셔츠,19000,low
P000398,전자제품,PC,모니터,220000,high
P000399,의류,하의,슬랙스,140000,high
P000400,의류,하의,슬랙스,10000,low
P000401,의류,하의,스커트,27000,low
P000402,의류,하의,청바지,100000,high
P000403,전자제품,모바일,태블릿,118000,high
P000404,전자제품,모바일,스마트폰,7000,low
P000405,전자제품,모바일,태블릿,64000,medium
P000406,전자제품,모바일,태블릿,10000,low
P000407,의류,상의,셔츠,47000,medium
P000408,전자제품,PC,모니터,105000,high
P000409,의류,하의,스커트,189000,high
P000410,전자제품,모바일,태블릿,69000,medium
P000411,전자제품,모바일,웨어러블,68000,medium
P000412,전자제품,PC,모니터,47000,medium
P000413,의류,상의,니트,96000,high
P000414,의류,하의,슬랙스,15000,low
P000415,의류,하의,스커트,67000,medium
P000416,의류,하의,청바지,40000,medium
P000417,의류,상의,티셔츠,42000,medium
P000418,의류,상의,티셔츠,52000,medium
P000419,의류,하의,스커트,48000,medium
P000420,전자제품,PC,모니터,139000,high
P000421,전자제품,PC,모니터,50000,medium
P000422,의류,하의,스커트,25000,low
P000423,전자제품,PC,노트북,44000,medium
P000424,전자제품,PC,노트북,235000,high
P000425,전자제품,모바일,태블릿,88000,high
P000426,의류,상의,티셔츠,12000,low
P000427,전자제품,모바일,웨어러블,76000,medium
P000428,전자제품,PC,모니터,37000,medium
P000429,의류,하의,스커트,31000,medium
P000430,의류,상의,티셔츠,100000,high
P000431,전자제품,PC,키보드,172000,high
P000432,의류,하의,슬랙스,70000,medium
P000433,전자제품,모바일,웨어러블,16000,low
P000434,의류,상의,니트,8000,low
P000435,전자제품,모바일,태블릿,68000,medium
P000436,전자제품,PC,키보드,97000,high
P000437,전자제품,모바일,태블릿,92000,high
P000438,의류,하의,슬랙스,16000,low
P000439,의류,상의,니트,13000,low
P000440,의류,하의,슬랙스,18000,low
P000441,전자제품,PC,노트북,124000,high
P000442,전자제품,모바일,웨어러블,109000,high
P000443,전자제품,모바일,웨어러블,62000,medium
P000444,전자제품,모바일,태블릿,33000,medium
P000445,의류,상의,니트,53000,medium
P000446,의류,상의,티셔츠,73000,medium
P000447,의류,상의,티셔츠,18000,low
P000448,의류,상의,티셔츠,29000,low
P000449,의류,상의,셔츠,44000,medium
P000450,전자제품,모바일,태블릿,18000,low
P000451,전자제품,모바일,스마트폰,11000,low
P000452,의류,하의,스커트,25000,low
P000453,의류,상의,니트,25000,low
P000454,의류,하의,청바지,84000,high
P000455,의류,상의,티셔츠,43000,medium
P000456,전자제품,모바일,스마트폰,47000,medium
P000457,의류,하의,스커트,74000,medium
P000458,의류,하의,슬랙스,80000,high
P000459,의류,상의,티셔츠,6000,low
P000460,의류,하의,스커트,67000,medium
P000461,의류,하의,슬랙스,109000,high
P000462,의류,상의,티셔츠,10000,low
P000463,의류,하의,청바지,35000,medium
P000464,의류,하의,청바지,30000,medium
P000465,전자제품,모바일,태블릿,13000,low
P000466,의류,하의,청바지,69000,medium
P000467,의류,상의,셔츠,5000,low
P000468,의류,상의,니트,64000,medium
P000469,의류,하의,청바지,67000,medium
P000470,전자제품,PC,모니터,26000,low
P000471,전자제품,PC,모니터,164000,high
P000472,전자제품,모바일,태블릿,48000,medium
P000473,전자제품,모바일,태블릿,32000,medium
P000474,전자제품,PC,노트북,152000,high
P000475,전자제품,PC,키보드,126000,high
P000476,전자제품,모바일,태블릿,40000,medium
P000477,전자제품,모바일,웨어러블,19000,low
P000478,전자제품,모바일,태블릿,107000,high
P000479,전자제품,PC,키보드,10000,low
P000480,의류,하의,청바지,83000,high
P000481,의류,하의,슬랙스,66000,medium
P000482,전자제품,PC,노트북,78000,medium
P000483,전자제품,PC,노트북,8000,low
P000484,의류,상의,니트,71000,medium
P000485,전자제품,모바일,태블릿,96000,high
P000486,전자제품,PC,모니터,34000,medium
P000487,의류,하의,슬랙스,214000,high
P000488,의류,하의,청바지,11000,low
P000489,전자제품,모바일,웨어러블,25000,low
P000490,의류,하의,스커트,41000,medium
P000491,전자제품,모바일,태블릿,51000,medium
P000492,전자제품,모바일,웨어러블,73000,medium
P000493,전자제품,PC,노트북,86000,high
P000494,의류,하의,슬랙스,51000,medium
P000495,의류,상의,니트,30000,medium
P000496,전자제품,모바일,웨어러블,104000,high
P000497,의류,하의,스커트,26000,low
P000498,의류,상의,셔츠,37000,medium
P000499,전자제품,PC,모니터,35000,medium
P000500,전자제품,PC,모니터,6000,low
P000501,전자제품,PC,모니터,12000,low
P000502,전자제품,모바일,태블릿,48000,medium
P000503,의류,하의,청바지,32000,medium
P000504,전자제품,모바일,태블릿,23000,low
P000505,전자제품,PC,모니터,55000,medium
P000506,전자제품,PC,키보드,16000,low
P000507,의류,상의,티셔츠,14000,low
P000508,의류,하의,청바지,35000,medium
P000509,의류,하의,청바지,31000,medium
P000510,전자제품,PC,키보드,43000,medium
P000511,전자제품,모바일,태블릿,39000,medium
P000512,의류,상의,티셔츠,23000,low
P000513,전자제품,모바일,스마트폰,32000,medium
P000514,전자제품,모바일,태블릿,119000,high
P000515,의류,상의,티셔츠,6000,low
P000516,전자제품,모바일,태블릿,49000,medium
P000517,의류,상의,티셔츠,79000,medium
P000518,의류,상의,셔츠,42000,medium
P000519,전자제품,PC,키보드,37000,medium
P000520,의류,하의,스커트,77000,medium
P000521,의류,하의,청바지,15000,low
P000522,전자제품,모바일,스마트폰,151000,high
P000523,전자제품,PC,노트북,20000,low
P000524,의류,상의,셔츠,31000,medium
P000525,전자제품,모바일,스마트폰,197000,high
P000526,의류,상의,셔츠,105000,high
P000527,전자제품,모바일,태블릿,6000,low
P000528,전자제품,모바일,스마트폰,19000,low
P000529,전자제품,모바일,스마트폰,60000,medium
P000530,전자제품,모바일,태블릿,10000,low
P000531,의류,하의,슬랙스,14000,low
P000532,의류,상의,티셔츠,45000,medium
P000533,전자제품,모바일,태블릿,10000,low
P000534,전자제품,모바일,태블릿,69000,medium
P000535,전자제품,모바일,태블릿,87000,high
P000536,의류,하의,청바지,149000,high
P000537,의류,하의,스커트,16000,low
P000538,전자제품,모바일,스마트폰,118000,high
P000539,전자제품,모바일,스마트폰,55000,medium
P000540,의류,상의,티셔츠,16000,low
P000541,의류,상의,니트,11000,low
P000542,의류,상의,니트,48000,medium
P000543,전자제품,PC,키보드,65000,medium
P000544,의류,상의,티셔츠,90000,high
P000545,의류,하의,청바지,25000,low
P000546,의류,상의,셔츠,27000,low
P000547,전자제품,모바일,스마트폰,20000,low
P000548,의류,하의,슬랙스,26000,low
P000549,전자제품,모바일,웨어러블,33000,medium
P000550,전자제품,PC,키보드,17000,low
P000551,전자제품,PC,노트북,77000,medium
P000552,전자제품,모바일,태블릿,11000,low
P000553,전자제품,모바일,태블릿,216000,high
P000554,전자제품,모바일,스마트폰,85000,high
P000555,의류,상의,티셔츠,38000,medium
P000556,의류,상의,티셔츠,20000,low
P000557,전자제품,모바일,태블릿,65000,medium
P000558,전자제품,모바일,웨어러블,19000,low
P000559,의류,하의,스커트,56000,medium
P000560,의류,하의,청바지,12000,low
P000561,의류,상의,셔츠,20000,low
P000562,전자제품,PC,모니터,91000,high
P000563,의류,하의,슬랙스,89000,high
P000564,전자제품,모바일,웨어러블,21000,low
P000565,의류,상의,티셔츠,30000,medium
P000566,의류,하의,스커트,93000,high
P000567,전자제품,모바일,스마트폰,10000,low
P000568,의류,하의,스커트,12000,low
P000569,전자제품,모바일,웨어러블,20000,low
P000570,전자제품,PC,모니터,50000,medium
P000571,전자제품,PC,키보드,55000,medium
P000572,의류,하의,슬랙스,14000,low
P000573,의류,상의,티셔츠,32000,medium
P000574,전자제품,PC,키보드,78000,medium
P000575,의류,상의,셔츠,14000,low
P000576,전자제품,PC,모니터,15000,low
P000577,의류,하의,슬랙스,51000,medium
P000578,전자제품,PC,노트북,8000,low
P000579,전자제품,PC,모니터,22000,low
P000580,의류,하의,청바지,68000,medium
P000581,전자제품,모바일,스마트폰,52000,medium
P000582,의류,하의,스커트,37000,medium
P000583,전자제품,모바일,태블릿,143000,high
P000584,의류,하의,슬랙스,38000,medium
P000585,전자제품,PC,노트북,6000,low
P000586,의류,하의,청바지,13000,low
P000587,의류,하의,청바지,7000,low
P000588,전자제품,PC,모니터,50000,medium
P000589,의류,상의,셔츠,53000,medium
P000590,의류,상의,셔츠,10000,low
P000591,전자제품,모바일,웨어러블,26000,low
P000592,의류,상의,티셔츠,39000,medium
P000593,전자제품,PC,모니터,50000,medium
P000594,전자제품,모바일,웨어러블,19000,low
P000595,의류,상의,니트,9000,low
P000596,전자제품,PC,키보드,64000,medium
P000597,의류,하의,스커트,49000,medium
P000598,의류,상의,니트,23000,low
P000599,전자제품,PC,모니터,129000,high
P000600,의류,상의,티셔츠,155000,high
P000601,전자제품,모바일,스마트폰,41000,medium
P000602,전자제품,PC,키보드,44000,medium
P000603,전자제품,모바일,태블릿,76000,medium
P000604,의류,하의,슬랙스,76000,medium
P000605,의류,하의,슬랙스,63000,medium
P000606,의류,하의,스커트,202000,high
P000607,의류,상의,셔츠,38000,medium
P000608,전자제품,PC,모니터,224000,high
P000609,전자제품,PC,노트북,7000,low
P000610,전자제품,PC,노트북,49000,medium
P000611,의류,상의,티셔츠,14000,low
P000612,의류,하의,슬랙스,37000,medium
P000613,전자제품,모바일,스마트폰,6000,low
P000614,의류,하의,슬랙스,70000,medium
P000615,의류,상의,니트,134000,high
P000616,의류,상의,셔츠,32000,medium
P000617,의류,상의,셔츠,73000,medium
P000618,의류,하의,청바지,98000,high
P000619,의류,상의,셔츠,41000,medium
P000620,전자제품,모바일,스마트폰,6000,low
P000621,전자제품,모바일,태블릿,18000,low
P000622,전자제품,PC,키보드,37000,medium
P000623,의류,상의,니트,64000,medium
P000624,전자제품,모바일,태블릿,34000,medium
P000625,전자제품,모바일,스마트폰,8000,low
P000626,전자제품,모바일,태블릿,43000,medium
P000627,의류,하의,스커트,24000,low
P000628,의류,상의,셔츠,41000,medium
P000629,전자제품,PC,노트북,109000,high
P000630,의류,상의,셔츠,6000,low
P000631,전자제품,PC,노트북,236000,high
P000632,전자제품,PC,모니터,108000,high
P000633,의류,상의,셔츠,144000,high
P000634,의류,상의,니트,8000,low
P000635,의류,하의,청바지,7000,low
P000636,의류,상의,티셔츠,30000,medium
P000637,의류,하의,슬랙스,37000,medium
P000638,전자제품,모바일,태블릿,20000,low
P000639,전자제품,모바일,웨어러블,78000,medium
P000640,전자제품,모바일,웨어러블,25000,low
P000641,의류,하의,청바지,71000,medium
P000642,의류,상의,티셔츠,10000,low
P000643,전자제품,모바일,태블릿,21000,low
P000644,의류,하의,청바지,67000,medium
P000645,의류,하의,슬랙스,7000,low
P000646,의류,상의,티셔츠,125000,high
P000647,전자제품,모바일,웨어러블,10000,low
P000648,전자제품,모바일,웨어러블,61000,medium
P000649,전자제품,PC,키보드,161000,high
